jdate,designation,ra,dec,sup_ra,sup_dec,glon,glat,density,r_k20fe,j_m_k20fe,j_msig_k20fe,j_flg_k20fe,h_m_k20fe,h_msig_k20fe,h_flg_k20fe,k_m_k20fe,k_msig_k20fe,k_flg_k20fe,r_3sig,j_ba,j_phi,h_ba,h_phi,k_ba,k_phi,sup_r_3sig,sup_ba,sup_phi,r_fe,j_m_fe,j_msig_fe,j_flg_fe,h_m_fe,h_msig_fe,h_flg_fe,k_m_fe,k_msig_fe,k_flg_fe,r_ext,j_m_ext,j_msig_ext,j_pchi,h_m_ext,h_msig_ext,h_pchi,k_m_ext,k_msig_ext,k_pchi,j_r_eff,j_mnsurfb_eff,h_r_eff,h_mnsurfb_eff,k_r_eff,k_mnsurfb_eff,j_con_indx,h_con_indx,k_con_indx,j_peak,h_peak,k_peak,j_5surf,h_5surf,k_5surf,e_score,g_score,vc,cc_flg,im_nx,r_k20fc,j_m_k20fc,j_msig_k20fc,j_flg_k20fc,h_m_k20fc,h_msig_k20fc,h_flg_k20fc,k_m_k20fc,k_msig_k20fc,k_flg_k20fc,j_r_e,j_m_e,j_msig_e,j_flg_e,h_r_e,h_m_e,h_msig_e,h_flg_e,k_r_e,k_m_e,k_msig_e,k_flg_e,j_r_c,j_m_c,j_msig_c,j_flg_c,h_r_c,h_m_c,h_msig_c,h_flg_c,k_r_c,k_m_c,k_msig_c,k_flg_c,r_fc,j_m_fc,j_msig_fc,j_flg_fc,h_m_fc,h_msig_fc,h_flg_fc,k_m_fc,k_msig_fc,k_flg_fc,j_r_i20e,j_m_i20e,j_msig_i20e,j_flg_i20e,h_r_i20e,h_m_i20e,h_msig_i20e,h_flg_i20e,k_r_i20e,k_m_i20e,k_msig_i20e,k_flg_i20e,j_r_i20c,j_m_i20c,j_msig_i20c,j_flg_i20c,h_r_i20c,h_m_i20c,h_msig_i20c,h_flg_i20c,k_r_i20c,k_m_i20c,k_msig_i20c,k_flg_i20c,j_r_i21e,j_m_i21e,j_msig_i21e,j_flg_i21e,h_r_i21e,h_m_i21e,h_msig_i21e,h_flg_i21e,k_r_i21e,k_m_i21e,k_msig_i21e,k_flg_i21e,r_j21fe,j_m_j21fe,j_msig_j21fe,j_flg_j21fe,h_m_j21fe,h_msig_j21fe,h_flg_j21fe,k_m_j21fe,k_msig_j21fe,k_flg_j21fe,j_r_i21c,j_m_i21c,j_msig_i21c,j_flg_i21c,h_r_i21c,h_m_i21c,h_msig_i21c,h_flg_i21c,k_r_i21c,k_m_i21c,k_msig_i21c,k_flg_i21c,r_j21fc,j_m_j21fc,j_msig_j21fc,j_flg_j21fc,h_m_j21fc,h_msig_j21fc,h_flg_j21fc,k_m_j21fc,k_msig_j21fc,k_flg_j21fc,j_m_5,j_msig_5,j_flg_5,h_m_5,h_msig_5,h_flg_5,k_m_5,k_msig_5,k_flg_5,j_m_7,j_msig_7,j_flg_7,h_m_7,h_msig_7,h_flg_7,k_m_7,k_msig_7,k_flg_7,j_m_10,j_msig_10,j_flg_10,h_m_10,h_msig_10,h_flg_10,k_m_10,k_msig_10,k_flg_10,j_m_15,j_msig_15,j_flg_15,h_m_15,h_msig_15,h_flg_15,k_m_15,k_msig_15,k_flg_15,j_m_20,j_msig_20,j_flg_20,h_m_20,h_msig_20,h_flg_20,k_m_20,k_msig_20,k_flg_20,j_m_25,j_msig_25,j_flg_25,h_m_25,h_msig_25,h_flg_25,k_m_25,k_msig_25,k_flg_25,j_m_30,j_msig_30,j_flg_30,h_m_30,h_msig_30,h_flg_30,k_m_30,k_msig_30,k_flg_30,j_m_40,j_msig_40,j_flg_40,h_m_40,h_msig_40,h_flg_40,k_m_40,k_msig_40,k_flg_40,j_m_50,j_msig_50,j_flg_50,h_m_50,h_msig_50,h_flg_50,k_m_50,k_msig_50,k_flg_50,j_m_60,j_msig_60,j_flg_60,h_m_60,h_msig_60,h_flg_60,k_m_60,k_msig_60,k_flg_60,j_m_70,j_msig_70,j_flg_70,h_m_70,h_msig_70,h_flg_70,k_m_70,k_msig_70,k_flg_70,j_m_sys,j_msig_sys,h_m_sys,h_msig_sys,k_m_sys,k_msig_sys,sys_flg,contam_flg,j_5sig_ba,j_5sig_phi,h_5sig_ba,h_5sig_phi,k_5sig_ba,k_5sig_phi,j_d_area,j_perc_darea,h_d_area,h_perc_darea,k_d_area,k_perc_darea,j_bisym_rat,j_bisym_chi,h_bisym_rat,h_bisym_chi,k_bisym_rat,k_bisym_chi,j_sh0,j_sig_sh0,h_sh0,h_sig_sh0,k_sh0,k_sig_sh0,j_sc_mxdn,j_sc_sh,j_sc_wsh,j_sc_r23,j_sc_1mm,j_sc_2mm,j_sc_vint,j_sc_r1,j_sc_msh,h_sc_mxdn,h_sc_sh,h_sc_wsh,h_sc_r23,h_sc_1mm,h_sc_2mm,h_sc_vint,h_sc_r1,h_sc_msh,k_sc_mxdn,k_sc_sh,k_sc_wsh,k_sc_r23,k_sc_1mm,k_sc_2mm,k_sc_vint,k_sc_r1,k_sc_msh,j_chif_ellf,k_chif_ellf,ellfit_flg,sup_chif_ellf,n_blank,n_sub,bl_sub_flg,id_flg,id_cat,fg_flg,blk_fac,dup_src,use_src,prox,pxpa,pxcntr,dist_edge_ns,dist_edge_ew,dist_edge_flg,pts_key,mp_key,night_key,scan_key,coadd_key,spt_ind,hemis,xdate,scan,coadd,id,x,y,z,x_coadd,y_coadd,j_subst2,h_subst2,k_subst2,j_back,h_back,k_back,j_resid_ann,h_resid_ann,k_resid_ann,j_bndg_per,j_bndg_amp,h_bndg_per,h_bndg_amp,k_bndg_per,k_bndg_amp,j_seetrack,h_seetrack,k_seetrack,cntr,queried_id
2450896.9175,14480736+3144171,222.03067,31.738091,222.030746,31.738049,50.287478,64.258944,2.6,9.1,13.145,0.029,0,12.452,0.036,0,12.096,0.057,0,5.3,0.82,-20,0.8,20,0.9,25,8.5,0.86,15,9.9,13.121,0.031,0,12.423,0.039,0,12.069,0.061,0,17.25,12.991,0.035,3.939,12.269,0.041,0.597,11.992,0.062,2.21,3.31,17.48,3.44,16.84,3.08,16.39,3.35,3.58,3.18,16.73,16.0,15.68,18.3,17.61,17.25,1.0,1.0,1,0,37,8.5,13.145,0.029,0,12.458,0.036,0,12.098,0.056,0,9.1,13.153,0.028,0,10.5,12.422,0.039,0,9.9,12.069,0.061,0,8.5,13.148,0.028,0,9.4,12.423,0.039,0,9.1,12.074,0.06,0,9.1,13.126,0.03,0,12.434,0.038,0,12.074,0.06,0,6.6,13.292,0.023,0,8.7,12.488,0.034,0,9.1,12.096,0.057,0,6.4,13.261,0.024,0,7.7,12.495,0.034,0,8.5,12.098,0.056,0,8.6,13.172,0.027,0,12.1,12.384,0.044,0,11.3,12.048,0.069,0,8.6,13.172,0.027,0,12.493,0.034,0,12.136,0.053,0,8.0,13.167,0.027,0,10.9,12.377,0.044,0,10.7,12.047,0.069,0,8.0,13.167,0.027,0,12.482,0.035,0,12.125,0.054,0,13.391,0.016,0,12.705,0.019,0,12.349,0.027,0,13.22,0.018,0,12.536,0.023,0,12.185,0.032,0,13.107,0.024,0,12.405,0.029,0,12.054,0.041,0,13.01,0.033,0,12.302,0.04,0,12.009,0.059,0,12.916,0.041,0,12.311,0.055,0,11.977,0.079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,0.023,12.411,0.028,12.056,0.04,0,0,0.88,-5,0.92,20,0.9,-50,,,,,,,0.774,4.522,0.985,3.925,0.999,2.873,1.04,0.03,1.02,0.04,1.05,0.05,11.9,18.7,21.9,13.1,11.4,14.3,9.9,11.8,0.0,9.3,15.1,18.1,10.7,10.0,10.8,8.8,10.3,0.0,9.9,10.8,14.1,9.4,5.7,6.2,7.8,9.0,0.0,12.5,7.2,0,9.5,0,0,0,1,CGCG_164-028,______,1,0,1,65.7,77,506031,6780.9,58.9,sw,206074797,,245,12840,295304,213331233,n,1998-03-24,96,79,2948,-0.6317114137167809,-0.5694081052174347,0.5260371655050973,450.0,972.0,0.0,0.0,0.0,110.5,378.4,425.0,0.19,0.163,0.133,160,0.012,62,0.0,92,0.03,0.0,-0.7,-0.4,506026,CGCG164-028
,00424433+4116074,10.68471,41.268749,10.68471,41.268749,121.174,-21.573,,1614.7,2.149,0.015,1,1.331,0.016,1,1.038,0.016,1,,0.473,47,0.473,47,0.561,45,,0.473,45,1340.2,2.191,0.015,1,1.374,0.015,1,1.087,0.015,1,3100.0,2.094,0.016,,1.283,0.017,,0.984,0.017,,462.65,16.6,418.45,15.57,443.23,15.4,4.03,4.29,4.3,,,,,,,,,1,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.009,0.015,0,7.054,0.015,0,6.793,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M31,,,0,1,123.8,262,965979,,,,,,,,,233001221,,,,,,0.738592583296602,0.139354389193191,0.659591805673664,,,,,,,,,,,,,,,,,,,,,5000001,MESSIER031
2451640.7614,14341899+0339518,218.579163,3.664407,218.579178,3.664374,353.741694,56.028852,2.8,16.8,12.34,0.03,0,11.628,0.036,0,11.322,0.059,0,11.2,0.5,35,0.5,35,0.5,35,15.4,0.46,30,18.3,12.311,0.032,0,11.608,0.038,0,11.307,0.064,0,28.46,12.119,0.038,5.821,11.499,0.037,2.823,11.243,0.057,3.862,7.3,17.68,6.15,16.65,6.03,16.36,5.69,5.06,4.91,16.31,15.52,15.21,17.79,17.03,16.76,1.0,1.0,1,0,67,11.4,12.392,0.03,0,11.682,0.036,0,11.383,0.059,0,17.8,12.318,0.032,0,18.7,11.603,0.039,0,18.3,11.307,0.064,0,11.9,12.371,0.031,0,12.9,11.626,0.039,0,13.4,11.327,0.067,0,13.4,12.32,0.034,0,11.611,0.04,0,11.327,0.067,0,13.2,12.458,0.026,0,16.0,11.643,0.034,0,16.8,11.322,0.059,0,8.2,12.578,0.025,0,10.4,11.72,0.033,0,11.4,11.383,0.059,0,16.0,12.358,0.029,0,21.2,11.572,0.044,0,20.4,11.283,0.071,0,16.0,12.358,0.029,0,11.643,0.035,0,11.332,0.057,0,13.2,12.325,0.033,0,14.6,11.578,0.043,0,14.0,11.319,0.07,0,13.2,12.325,0.033,0,11.616,0.04,0,11.33,0.067,0,12.904,0.014,0,12.138,0.015,0,11.861,0.022,0,12.678,0.016,0,11.915,0.016,0,11.645,0.025,0,12.463,0.019,0,11.736,0.02,0,11.448,0.03,0,12.274,0.024,0,11.57,0.026,0,11.305,0.04,0,12.174,0.03,0,11.492,0.033,0,11.22,0.05,0,12.102,0.036,0,11.427,0.04,0,11.156,0.061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.027,11.516,0.031,11.25,0.047,0,1,0.52,40,0.56,35,0.68,35,,,,,,,0.882,2.046,0.997,1.343,1.0,1.442,0.95,0.04,0.92,0.04,0.98,0.06,6.9,21.4,25.0,12.0,11.4,14.0,14.1,11.4,0.0,8.1,22.3,26.5,14.1,10.6,11.2,13.5,13.0,0.0,5.2,14.2,19.3,11.2,5.5,6.0,8.2,9.3,0.0,9.2,10.6,1,7.9,0,0,0,1,CGCG_047-101,______,1,1,1,198.6,35,2477644,8945.1,46.7,ne,1259126495,,1379,67580,1554331,212103331,s,2000-04-06,97,162,6745,-0.7801490383706887,-0.6223204047499106,0.0639123756497685,51.0,606.0,0.0,0.0,0.0,94.9,331.8,551.8,0.103,0.026,0.107,90,0.034,90,0.161,90,0.04,-0.4,-0.6,-0.4,2477611,CGCG047-101
2451208.9435,13275696+3421591,201.987366,34.36644,201.987274,34.366432,77.890753,79.335752,2.57,11.6,12.744,0.026,0,11.996,0.032,0,11.725,0.046,0,6.3,0.88,-80,0.8,-85,0.8,-80,10.8,0.78,80,12.9,12.706,0.028,0,11.964,0.035,0,11.687,0.05,0,30.88,12.512,0.037,0.565,11.788,0.045,1.382,11.479,0.057,1.284,4.15,17.34,4.11,16.62,4.09,16.3,4.72,4.42,4.9,16.31,15.61,15.24,17.96,17.23,16.94,1.0,1.0,1,0,47,10.6,12.735,0.026,0,11.99,0.033,0,11.713,0.047,0,9.2,12.809,0.023,0,11.6,11.995,0.032,0,12.9,11.687,0.05,0,8.6,12.81,0.022,0,10.5,11.993,0.032,0,11.8,11.677,0.051,0,11.8,12.701,0.028,0,11.959,0.036,0,11.677,0.051,0,6.9,12.92,0.019,0,10.0,12.047,0.029,0,11.6,11.725,0.046,0,6.4,12.93,0.019,0,9.0,12.046,0.029,0,10.6,11.713,0.047,0,10.7,12.753,0.025,0,14.8,11.922,0.039,3,17.2,11.589,0.063,3,10.7,12.753,0.025,0,12.005,0.031,0,11.733,0.045,0,10.0,12.755,0.025,0,12.8,11.935,0.038,3,16.2,11.569,0.066,3,10.0,12.755,0.025,0,12.009,0.031,0,11.733,0.045,0,13.057,0.012,0,12.325,0.014,0,12.029,0.017,0,12.892,0.014,0,12.149,0.016,0,11.869,0.021,0,12.755,0.017,0,12.009,0.02,0,11.733,0.026,0,12.626,0.023,3,11.896,0.028,3,11.594,0.035,3,12.542,0.029,3,11.838,0.036,3,11.522,0.045,3,12.492,0.036,3,11.791,0.044,1,11.485,0.056,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.673,0.021,11.935,0.024,11.65,0.032,0,0,0.8,-80,0.8,-80,0.82,-65,,,,,,,0.778,4.304,0.798,3.406,0.778,4.206,0.98,0.03,0.95,0.04,0.96,0.04,9.1,20.0,22.6,12.6,10.1,10.4,12.4,11.5,0.0,12.6,16.9,21.5,11.6,8.0,8.6,13.1,9.9,0.0,12.2,13.7,16.1,9.3,5.9,6.4,8.6,7.7,0.0,11.5,7.7,1,13.9,0,0,0,0,,______,1,1,1,46.5,161,1101183,5904.4,65.3,ne,526266846,,558,28915,665029,213012220,n,1999-01-30,126,80,7269,-0.7654067710104531,-0.3090480999580703,0.5644836107484951,71.0,932.0,0.0,0.0,0.0,72.8,320.3,233.5,0.13,0.094,0.047,160,0.012,38,0.006,48,0.032,-0.2,-0.1,-0.3,1101178,2MASXJ13275696+3421591
2451869.5876,01282393-1334213,22.09973,-13.572586,22.099707,-13.572555,157.252872,-73.92841,2.64,18.4,12.669,0.032,0,11.87,0.038,0,11.514,0.057,0,13.0,0.28,65,0.34,65,0.34,65,18.7,0.3,65,21.9,12.6,0.036,0,11.814,0.044,0,11.488,0.067,0,30.47,12.476,0.035,2.181,11.755,0.04,2.416,11.456,0.057,1.213,9.93,18.28,9.11,17.37,8.04,16.89,3.5,3.5,3.49,17.63,16.7,16.28,18.4,17.59,17.17,1.0,1.0,1,0,85,8.8,12.989,0.033,0,12.151,0.038,0,11.782,0.056,0,26.8,12.589,0.04,0,24.6,11.777,0.048,0,21.9,11.488,0.067,0,10.4,12.868,0.036,0,14.5,11.844,0.051,0,12.4,11.574,0.069,0,12.4,12.764,0.04,0,11.914,0.045,0,11.574,0.069,0,17.3,12.765,0.029,0,18.4,11.87,0.038,0,18.4,11.514,0.057,0,6.6,13.245,0.031,0,8.6,12.17,0.038,0,8.8,11.782,0.056,0,21.7,12.634,0.033,0,22.6,11.802,0.045,0,21.2,11.492,0.066,0,21.7,12.634,0.033,0,11.847,0.04,0,11.497,0.061,0,7.7,13.1,0.032,0,11.4,11.96,0.043,0,11.1,11.634,0.064,0,7.7,13.1,0.032,0,12.268,0.036,0,11.88,0.053,0,13.568,0.023,0,12.754,0.025,0,12.337,0.032,0,13.194,0.023,0,12.367,0.024,0,11.965,0.031,0,12.893,0.025,0,12.049,0.026,0,11.695,0.035,0,12.682,0.031,0,11.833,0.033,0,11.495,0.044,0,12.589,0.039,0,11.768,0.042,0,11.439,0.058,0,12.499,0.046,0,11.677,0.05,0,11.361,0.069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.562,0.042,11.743,0.045,11.398,0.061,0,1,0.32,65,0.36,65,0.32,65,,,,,,,0.999,1.58,0.999,1.42,0.891,2.223,0.95,0.04,0.94,0.04,0.99,0.06,26.8,54.5,46.7,18.6,15.0,18.8,31.7,12.4,0.0,32.4,63.3,53.0,20.4,14.9,17.6,30.3,17.2,0.0,15.2,37.8,36.1,21.0,7.2,8.0,14.8,17.9,0.0,9.4,7.8,0,9.2,0,0,0,0,,______,1,0,1,482.5,204,2380887,6194.7,94.9,nw,1201126126,,1293,64694,1487956,100332022,s,2000-11-21,33,198,7488,0.9006555565477985,0.3657133530761,-0.2346770373117301,414.0,442.0,0.0,0.0,0.0,124.1,418.4,570.4,0.006,-0.066,-0.079,120,0.029,90,0.001,54,0.024,-0.5,-0.2,-0.7,2380932,MCG-02-04-057
2450868.0061,16044147+1638582,241.172821,16.649502,241.172852,16.649565,30.087679,44.244749,3.04,8.8,13.516,0.036,0,12.806,0.048,0,12.49,0.06,0,5.0,0.78,-70,0.84,-60,0.78,-70,8.6,0.8,-60,10.7,13.422,0.041,0,12.719,0.056,0,12.422,0.07,0,20.2,13.219,0.043,0.792,12.59,0.062,0.824,12.299,0.073,0.576,4.49,18.19,3.97,17.29,3.58,16.89,3.99,3.71,3.63,17.2,16.39,16.03,18.68,17.94,17.62,1.0,1.0,1,0,37,7.7,13.525,0.036,0,12.81,0.048,0,12.504,0.06,0,10.0,13.452,0.039,0,11.3,12.676,0.059,0,10.7,12.422,0.07,0,9.6,13.409,0.041,0,10.3,12.68,0.059,0,9.5,12.418,0.07,0,9.5,13.416,0.041,0,12.718,0.056,0,12.418,0.07,0,6.4,13.704,0.03,0,8.4,12.81,0.048,0,8.8,12.49,0.06,0,6.4,13.634,0.033,0,7.6,12.817,0.048,0,7.7,12.504,0.06,0,9.8,13.46,0.038,0,11.6,12.665,0.06,0,12.0,12.393,0.077,0,9.8,13.46,0.038,0,12.759,0.052,0,12.449,0.065,0,8.6,13.465,0.038,0,10.6,12.667,0.06,0,11.1,12.375,0.08,0,8.6,13.465,0.038,0,12.762,0.052,0,12.458,0.065,0,13.791,0.023,0,13.052,0.03,0,12.717,0.034,0,13.582,0.027,0,12.857,0.035,0,12.544,0.04,0,13.391,0.032,0,12.693,0.043,0,12.401,0.051,0,13.275,0.043,0,12.534,0.057,0,12.297,0.07,0,13.214,0.054,6,12.427,0.068,6,12.255,0.089,6,13.156,0.063,6,12.439,0.084,6,12.217,0.106,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.366,0.033,12.664,0.045,12.386,0.053,0,0,0.8,-35,0.84,-45,0.96,-45,,,,,,,1.0,2.263,0.993,2.116,0.997,2.893,1.05,0.04,1.03,0.05,1.01,0.05,13.2,19.8,23.5,16.2,11.1,13.2,11.0,15.0,0.0,13.3,15.4,18.5,12.4,7.5,8.4,10.2,11.9,0.0,9.4,13.7,15.7,9.9,6.2,6.7,7.2,8.4,0.0,11.9,11.8,0,15.4,0,0,0,0,,______,1,0,1,51.3,201,469738,4880.1,157.2,ne,195779437,,230,11979,275499,210223331,n,1998-02-23,133,56,8385,-0.4619545471259124,-0.839348824371528,0.2865162253971437,161.0,16.0,0.0,0.0,0.0,105.3,465.2,289.9,0.117,0.054,0.01,150,0.037,158,0.029,42,0.017,-0.2,-0.4,-0.2,469715,GIN525
2451610.6881,08553730+0750391,133.905426,7.844208,133.90538,7.844187,220.415946,31.126387,2.8,10.4,13.75,0.066,0,13.094,0.076,0,12.821,0.119,0,4.2,0.54,-40,0.68,-50,0.54,-40,10.3,0.52,-45,14.0,13.456,0.072,0,12.817,0.086,0,12.642,0.144,0,25.01,13.246,0.071,0.914,12.637,0.087,1.128,12.538,0.157,0.5,8.47,19.22,7.98,18.46,6.1,17.78,3.7,4.1,4.23,17.86,17.17,16.74,19.11,18.43,18.06,1.0,1.0,-1,0,63,7.7,13.799,0.07,0,13.112,0.078,0,12.915,0.127,0,18.4,13.288,0.084,0,19.8,12.55,0.115,0,14.0,12.642,0.144,0,10.9,13.483,0.078,0,16.0,12.543,0.112,0,10.3,12.662,0.146,0,10.3,13.525,0.076,0,12.827,0.086,0,12.662,0.146,0,9.9,13.806,0.066,0,12.0,12.844,0.084,0,10.4,12.821,0.119,0,5.7,14.114,0.065,0,9.6,12.875,0.083,0,7.7,12.915,0.127,0,14.3,13.442,0.073,0,16.4,12.636,0.1,0,6.9,13.16,0.096,0,14.3,13.442,0.073,0,12.8,0.086,0,12.632,0.147,0,10.7,13.494,0.077,0,14.8,12.596,0.107,0,10.3,12.659,0.146,0,10.7,13.494,0.077,0,12.805,0.088,0,12.626,0.149,0,14.249,0.055,0,13.563,0.063,0,13.165,0.084,0,13.905,0.056,0,13.225,0.064,0,12.978,0.099,0,13.546,0.058,0,12.845,0.065,0,12.686,0.108,0,13.246,0.067,0,12.587,0.078,0,12.356,0.122,0,13.198,0.088,0,12.444,0.094,0,12.237,0.15,0,13.129,0.106,0,12.339,0.11,0,12.177,0.183,0,13.053,0.123,0,12.332,0.136,0,12.253,0.245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.283,0.064,12.643,0.077,12.43,0.122,0,1,0.84,55,0.78,0,0.76,35,,,,,,,0.975,1.123,0.999,1.368,0.967,1.463,0.98,0.03,0.96,0.04,1.0,0.06,28.3,39.1,45.0,27.5,13.0,16.5,27.6,26.3,0.0,30.4,32.2,38.2,18.7,10.0,11.8,24.7,12.7,0.0,4.8,14.6,14.6,8.0,5.7,5.7,11.9,6.0,0.0,24.9,17.1,0,17.9,0,0,0,0,,______,1,0,1,59.5,115,1702509,6655.4,108.3,sw,847873094,,908,46060,1059373,223103321,s,2000-03-07,69,186,3244,-0.6869811457824679,0.7137437380252962,0.1364799683802903,401.0,70.0,0.0,0.0,0.0,121.9,487.0,700.0,0.018,0.077,-0.028,48,0.01,56,0.04,42,0.046,-0.5,0.0,-0.9,1702507,2MASXJ08553730+0750391
,00424433+4116074,10.68471,41.268749,10.68471,41.268749,121.174,-21.573,,1614.7,2.149,0.015,1,1.331,0.016,1,1.038,0.016,1,,0.473,47,0.473,47,0.561,45,,0.473,45,1340.2,2.191,0.015,1,1.374,0.015,1,1.087,0.015,1,3100.0,2.094,0.016,,1.283,0.017,,0.984,0.017,,462.65,16.6,418.45,15.57,443.23,15.4,4.03,4.29,4.3,,,,,,,,,1,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.009,0.015,0,7.054,0.015,0,6.793,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M31,,,0,1,123.8,262,965979,,,,,,,,,233001221,,,,,,0.738592583296602,0.139354389193191,0.659591805673664,,,,,,,,,,,,,,,,,,,,,5000001,MESSIER031
